word,lemma
látogatás,látogatás
mondhatni,mondhat
előzőekben,előző
felhasználónevet,felhasználónev
tiszt,tiszt
tulajdonság,tulajdonság
Gyakorlati,gyakorlati
gyermekeknek,gyermek
hátralévő,hátralévő
tűzoltó,tűzoltó
várva,várva
földművelésügyi,földművelésügyi
hasznosítása,hasznosítás
székesfehérvári,székesfehérvári
érezték,érez
képtelenek,képtelen
viszonyt,viszony
májusi,májusi
mozgást,mozgás
-t,-t
hazugság,hazugság
működtetett,működik
próféta,prófét
szóra,szó
körülményeit,körülmény
gazdaságos,gazdaságos
Tisztelettel,tisztelet
szükségszerű,szükségszerű
Rendőrkapitányság,rendőrkapitányság
cukrot,cukor
teljesítésének,teljesítés
elveket,elev
kézbe,kéz
lapokat,lap
részvények,részvény
véleményeket,vélemény
kétéves,kétéves
kétségkívül,kétségkív
kombinált,kombinál
ételeket,étel
Hegedűs,Hegedűs
Minthogy,minthogy
közelebbről,közeleb
részeit,rész
szívesebben,szívesebben
alapítványok,alapítvány
akadémiai,akadémiai
nemet,nem
forgalma,forgalom
keverjük,kever
tihi.hu,tih
átadta,átad
híve,hív
jogszabályokban,jogszabály
részese,részes
hitelességéért,hitelesség
példaként,példa
Mintegy,mintegy
gyermek-,gyermek-
átalakítás,átalakítás
számítógépen,számítógép
szereztem,szerez
menedzser,menedzser
szívét,szív
monetáris,monetáris
térségében,térség
Ilyenek,rlyen
felfedezni,felfedez
megállapítás,megállapítás
virágot,virág
Biztosító,biztosító
kutatást,kutatás
ülni,ül
végrehajtásáról,végrehajtás
vennünk,vesz
vétele,vétel
Centrum,Centrum
Krónika,Krónika
autós,autós
megismerésére,megismerés
Rómában,Róma
hexadecimális,hexadecimális
íze,íz
hátterét,háttér
száját,szája
megoldott,meg+old
helyiségben,helyiség
listázás,listázás
feladatnak,feladat
elismerés,elismerés
járja,jár
tiszteletbeli,tiszteletbeli
járulék,járulék
33.,33.
klikkelsz,klikkelsz
negyedévben,negyedév
felismerés,felismerés
előnyöket,előnyök
Ár,ár
érdekeket,érdek
kivitelezés,kivitelezés
beírhatjuk,be+írhat
élettel,élet
betűk,betű
bizonyítványt,bizonyítvány
feldolgozott,feldolgoz
elkészül,el+kész
témanyitó,témanyitó
analóg,analóg
példányát,példány
rólunk,rólu
sokszínű,sokszínű
átvette,átvesz
elkészítését,elkészítés
térségek,térség
válaszadók,válaszadó
próbálnak,próbál
íme,ím
válaszát,válasz
sebessége,sebesség
kontroll,kont
megannyi,megannyi
diákokat,diák
járult,járul
jeleket,jel
Hulladék,Hulladék
szabályozni,szabályoz
törekszünk,törekszik
képviseleti,képviseleti
ostoba,ostoba
hirdetések,hirdetés
lépő,lépő
szimpatikus,szimpatikus
tudjátok,tud
sejtek,sejt
elhagyta,el+hagy
kifejezéseket,kifejezés
szövegben,szöveg
feljelentést,feljelentés
hajtja,hajt
kifejezésre,kifejezés
tevékenységgel,tevékenység
ismeret,ismer
feljebb,feljebb
bőrt,bőr
pillanatig,pillanatig
jelentőséget,jelentőség
kiírás,kiírás
Kocsis,Kocsis
figyelmüket,figyelem
köztársaság,köztársaság
bajom,bajom
mediterrán,mediterra
zavartalan,zavartalan
értékeinek,érték
kifizetni,kifizet
Budapestről,Budapest
másodfokú,másodfokú
olcsón,olcsó
bérlő,bérlő
reá,reá
B-,B-
tulajdonosai,tulajdonos
szolgáltatása,szolgáltatás
Mészáros,Mészáros
teljesítményű,teljesítményű
gyermeknek,gyerm
laknak,lak
mindenkivel,mindenki
bajnok,bajn
belépett,belép
elpusztult,el+pusztul
feldolgozó,feldolgozó
hagyva,hagyva
helyeket,hely
kicsik,kicsik
pszichés,pszichés
részesülő,részesülő
tűzvédelmi,tűzvédelmi
Szakközépiskola,Szakközépiskola
lehetőségeiről,lehetőség
neved,neved
tea,tea
ünnepségen,ünnepség
ellátja,el+lát
neveznek,nevez
újabban,újabban
közalapítvány,közalapítvány
pénzzel,pénz
hatásának,hatás
sértett,sér
betegsége,betegség
szűnik,szűnik
Február,február
dán,dán
majdani,majdani
Népszava,Népszava
viszonyokat,viszony
Kodály,Kodály
fogható,fogható
háromszög,háromszög
állítanak,állít
ügyfeleink,ügyfel
kérhet,kér
működtetni,működtet
ezúton,ezút
következnek,következik
Mónika,Mónika
dolláros,dolláros
pontosítására,pontosítás
felgyorsítani,felgyorsít
szervezetének,szervezet
vélekedett,vélekedik
Utóbbi,utóbbi
nevelt,nevel
Alapvető,alapvető
kezdőlapom,kezdőlapom
Friss,friss
céljainak,cél
felületet,felület
kidolgozását,kidolgozás
tevékenységüket,tevékenység
összeggel,összeg
elmaradása,elmaradás
szándékos,szándékos
eladási,eladási
karavánnak,karaván
növelésére,növelés
piszkos,piszkos
zárul,zárul
cserélni,cserél
egér,egér
emlékezetes,emlékezetes
kitéve,kitév
szerződéssel,szerződés
titkár,titkár
juttatás,juttatás
vezér,vezér
Világ,Világ
csodás,csodás
kérdőíves,kérdőíves
bolond,bolond
fű,fű
kötelezettségeket,kötelezettség
követendő,követendő
irányelvek,irányelv
Személyes,személyes
fogalmazza,fogalmaz
reakció,reakció
igazodó,igazodó
egyszersmind,egyszersmind
háttérszínnel,háttérszín
ezredes,ezredes
leszámítva,leszámítva
olvasta,olvas
felismerni,felismer
bízza,bíz
domain,dom
képei,kép
kirándulás,kirándulás
tapasztalatot,tapasztalat
legendás,legendás
nyújtottak,nyújt
elkészítéséhez,elkészítés
megjelenítése,megjelenítés
merengő,merengő
mindennel,minden
Urat,Urat
járna,jár
ajánlás,ajánlás
felvette,felvet
húsvéti,húsvéti
hatalmát,hatalom
érünk,ér
hajlandók,hajlandó
Szlovákiában,Szlovákia
jelezze,jelez
falai,fal
Felügyelő,Felügyelő
feleségül,feleség
fennmaradt,fenn+marad
medve,medv
témacsoporthoz,témacsoport
vállaló,vállaló
cégeknek,cég
mértékig,mérték
közalkalmazott,közalkalmazott
léphet,lép
értenek,ért
54,54
németországi,németországi
igazságosság,igazságosság
önkormányzata,önkormányzat
oszlop,oszlop
gépeket,gép
gyakoribb,gyakori
minősítette,minősít
üzemek,üzem
sorolni,sorol
Jakab,Jakab
elérheti,el+érhet
irányadók,irányad
menekültek,menekült
egyhangú,egyhangú
elérésére,elérés
időszakos,időszakos
viselkedik,viselkedik
egyetértés,egyetértés
mozgása,mozgás
munkájáról,munka
műveltség,műveltség
rendezők,rendező
defíniált,defíniál
helyüket,hely
jelentheti,jelent
megmutatni,meg+mutat
megszüntetni,megszüntet
csökkentik,csökkent
szövegmezővel,szövegmező
Gedeon,Gedeon
bázis,bázis
betöltő,betöltő
körének,kör
Kellemes,kellemes
rgb,rgb
séta,séta
színlista,színlista
pályázni,pályáz
Szeretem,szeret
megvásárolni,meg+vásárol
otthonról,otthon
emelet,emelet
eredetéért,eredet
Folyamatosan,folyamatos
befogadására,befogadás
létrehozásának,létrehozás
megelőzés,megelőzés
Bocs,bocs
alanyi,alanyi
bűnt,bűnt
neveltetéséért,neveltetés
működésére,működés
haladunk,halad
számolnak,számol
Múzeumban,Múzeum
képre,kép
mértékének,mérték
baloldal,balol
Oldalaink,oldal
megismert,meg+ismer
személlyel,személl
85,85
98,98
pontra,pont
reklámok,reklám
44.,44.
adminisztrációs,adminisztrációs
51,51
dologról,dolog
méret,mér
aludt,alszik
bízta,bíz
őrizzük,őriz
sportág,sportág
Tegyük,tesz
konszenzus,konszenzus
helyezkednek,helyezkedik
szerelt,szerel
határozatlan,határozatlan
következtetésre,következtetés
kapcsolatai,kapcsolat
nemzetbiztonsági,nemzetbiztonsági
szerkezetét,szerkezet
érzelmeket,érzelem
államot,állam
Mindenképpen,mindenképpen
Pokorni,Pokorni
hagyom,hagy
mutatjuk,mutat
építésére,építés
Illés,Illés
paraszti,paraszti
tőzsdei,tőzsdei
meghatározottak,meg+határoz
főzzük,főz
nyomozó,nyomozó
választottak,választ
végzettségű,végzettségű
estek,esik
munkám,munka
bérbe,bér
tárgyú,tárgyú
eljárása,eljárás
figyelhető,figyelhető
felelőssé,felelőssé
Csillag,Csillag
meghatározására,meghatározás
érzéki,érzéki
Valahogy,valahogy
keresték,keres
teljesítő,teljesítő
képesítési,képesítési
követelményeivel,követelmény
sáv,sáv
Egészségbiztosítási,Egészségbiztosítási
intézményeknek,intézmény
pontosabb,pontos
Roma,Roma
előfeltétele,előfeltétel
Minek,mi
haladás,haladás
sorolható,sorolható
meggyőző,meggyőző
veletek,velet
36.,36.
megmutatta,meg+mutat
életéről,élet
képviselőivel,képviselő
társaságban,társaság
1097,1097
Ezúttal,ezúttal
kanadai,kanadai
megváltoztatása,megváltoztatás
mondjak,mond
részletét,részlet
színpad,színpad
Napok,nap
Biztosan,biztos
költségtérítéses,költségtérítéses
vedd,vedd
piacgazdaság,piacgazdaság
különbségeket,különbség
tudományosan,tudományos
érve,érve
Kuratórium,Kuratórium
Magas,magas
biztosíték,biztosíték
adtunk,ad
strand,strand
tehetség,tehetség
Mondd,mondd
befektetés,befektetés
kézhez,kéz
Dolgozók,polgozó
képeznek,képez
korszerűsítése,korszerűsítés
parancsnok,parancsnok
paraszt,parasz
Várjuk,vár
dolgom,dolgom
hittel,hit
lélekben,lél
statisztikák,statisztika
hallgatott,hallgat
ábrázolja,ábrázol
határain,határ
feltételezi,feltételez
munkatárs,munkatárs
technikával,technika
mielőbbi,mielőbbi
minisztériumok,minisztérium
azoktól,az
növelését,növelés
nyitottak,nyit
parkban,park
tanulóknak,tanuló
megosztani,meg+oszt
hozzászólását,hozzászólás
időszerű,időszerű
polgárai,polgár
szemünk,szem
főiskolán,főiskola
felkészülést,felkészülés
ismerünk,ismer
Felvételi,Felvételi
királyfi,királyfi
magadnak,magad
emlékeznek,emlékezik
levéltári,levéltári
sokrétű,sokrétű
egységét,egység
8-10,8-10
felülvizsgálatát,felülvizsgálat
adottságok,adottság
alapszabály,alapszabály
júniusában,június
képviselőt,képviselő
hajók,hajó
műemlék,műemlék
részint,részint
váltja,vált
non-profit,non-profi
szemügyre,szemügy
1999-2003,1999-2003
Krisztina,Krisztina
közgazdász,közgazdász
próbára,próba
rendszerességgel,rendszeresség
tanúi,tanúi
külkereskedelmi,külkereskedelmi
útvonal,útvonal
megjelenési,megjelenési
munkaerő-piaci,munkaerő-piaci
jég,jég
szentek,szent
Japánban,Japán
oldalakat,oldal
gondolkodást,gondolkodás
legsúlyosabb,szép
Ervin,Ervin
tilalom,tilalom
aranyos,aranyos
email-t,emailat
Belépési,Belépési
Speciális,speciális
emlékére,emlék
húzza,húz
környezethez,környezet
alkotása,alkotás
kaptuk,kap
Mádl,Mádl
Sopronban,Sopron
tartás,tartás
gyökeresen,gyökeres
Központban,Központ
látogat,látogik
tanulást,tanulás
fogalmi,fogalmi
tervben,terv
területileg,területi
újfajta,újfajta
félelmet,félelem
méretét,méret
Phare,Phare
adatbázisok,adatbázis
előbbre,előbb
emberekre,ember
gyógyászati,gyógyászati
ízlés,ízlés
Kétségtelen,kétségtelen
irányította,irányít
tudnivalók,tudnivaló
kitöltésével,kitöltés
Szervezetek,szervezet
gyűjteni,gyűjt
hiányosságok,hiányosság
tervez,tervez
feltüntetésével,feltüntetés
javul,javul
Esztergomi,Esztergomi
egyenrangú,egyenrangú
kitüntetett,kitüntet
megtudtuk,meg+tud
színre,színr
teendő,teendő
emlékezett,emlékezik
készlet,készlet
változásait,változás
elutasító,elutasító
nyilatkozik,nyilatkozik
lelkesen,lelkes
munkacsoport,munkacsoport
sós,sós
Bármely,bármely
beérkező,beérkező
Szabadság,Szabadság
konstrukció,konstrukció
mögötti,mögötti
állampolgárság,állampolgárság
üzemel,üzemel
megoldásához,megoldás
nyithatsz,nyithatsz
Könnyen,könnyű
ld.,ld
ötletek,ötlet
Halász,Halász
vállaljuk,vállal
vonalak,vonal
életen,élet
belsejében,bels
szolnoki,szolnoki
elemzi,elemez
jelezték,jelez
Orbán-kormány,orbán-kormány
jugoszláv,jugoszláv
némely,némely
problémákra,probléma
Szabolcs-Szatmár-Bereg,Szabolcs-Szatmár-Bereg
Miskolcon,Miskolcon
kielégítésére,kielégítés
eljárásra,eljárás
hasznosítani,hasznosít
világgal,világ
Rendszer,Rendszer
közölték,közöl
sorrend,sorrend
alakban,alak
kérdőív,kérdőív
Rákosi,Rákosi
háborúk,háború
szórakozás,szórakozás
Teleki,Teleki
bevezetésére,bevezetés
forintnyi,forintnyi
hivatkozni,hivatkozik
mindenről,minden
nagyszámú,nagyszámú
előttük,előtt
fűtés,fűtés
megfordult,meg+fordul
Kik,kik
kínos,kínos
kezdeményezést,kezdeményezés
nevével,név
olvasom,olvas
Kata,Kata
terhelt,terhel
halk,halk
kezdet,kezd
kötete,kötet
Irodalmi,Irodalmi
fogyatékosok,fogyatékos
módunkban,módunk
osztott,oszt
elvont,el+von
kiló,kiló
bírta,bír
megvizsgálni,meg+vizsgál
hányan,hányan
PM,pm
magammal,maga
mechanikus,mechanikus
tűnhet,tűnhet
felém,felem
hangulata,hangulat
rendszerre,rendszer
égett,ég
avatar,avatar
hozzászólásnál,hozzászólás
segíthetnek,segít
Színházban,Színház
elérését,elérés
fejlesztést,fejlesztés
gondja,gond
változatot,változat
hatékonyabban,hatékony
keresést,keresés
róka,róka
jelei,jelei
keresése,keresés
Fontosnak,nontos
berendezéseket,berendezés
Tamási,Tamási
nézd,nézd
nőttek,nőt
novemberi,novemberi
pedagógia,pedagógia
mellesleg,mellesleg
nyelvből,nyelv
pozitívan,pozitívan
Váci,Váci
támogat,támogat
J,""""
távolról,távol
valóságnak,valóság
képessé,képes
megtekintése,megtekintés
válasszon,válasszik
házasságot,házasság
1200,1200
haszna,hasz
bajt,bajt
alapította,alapít
hivatalban,hivatal
index,index
jogász,jogász
Felsőoktatási,Felsőoktatási
bérelt,bérel
berendezést,berendezés
Nyugodtan,nyugodt
mag,mag
Btk.,btk
EU-csatlakozás,EU-csatlakozás
Keleti,Keleti
imádság,imádság
itt-ott,itt-ott
költségvetése,költségvetés
házhoz,ház
tanítványok,tanítvány
áldott,áld
életveszélyes,életveszélyes
differenciált,differenciált
Idegenforgalmi,Idegenforgalmi
igent,igen
németül,németül
z,z
hibátlan,hibátlan
megnyílt,megnyílt
szigorúbb,szigorú
62,62
földbe,föld
kiadványt,kiadvány
tanúsított,tanúsít
cége,cég
illeték,illeték
kialakul,kialakul
hordoz,hordoz
törzs,törzs
Kövér,Kövér
Linux,Linux
főigazgatója,főigazgató
értett,ért
Főiskolán,Főiskola
újbóli,újbóli
elsejétől,első
tartomány,tartomány
lennénk,lesz
követeli,követel
közeledik,közeledik
élen,élen
gyakorlatát,gyakorlat
változtak,vált
Cigány,Cigány
kétharmada,kétharmada
búza,búza
bizonyította,bizonyít
1108,1108
figyelmeztet,figyelmez
Furcsa,furcsa
érvénytelen,érvénytelen
gondoltuk,gondol
verzió,verzió
zár,zár
befejeződött,befejeződik
egyetértésben,egyetértés
elismerése,elismerés
gólt,gólt
tároló,tároló
32.,32.
Régen,régen
kategóriák,kategória
Szervezeti,Szervezeti
felépített,fel+épít
igénybevételére,igénybevétel
leszögezte,le+szögez
megszerzését,megszerzés
tehetjük,tesz
üzemben,üzem
Rendben,rend
tiltja,tilt
hírdetmények,hírdetmény
programjában,program
elmondott,elmond
létrehozó,létrehozó
tömegek,tömeg
őrizni,őriz
fennállása,fennállás
különböznek,különböz
kizárja,ki+zár
romlik,romlik
áprilisában,április
illetékességi,illetékességi
kormánya,kormány
Társulat,Társulat
akire,aki
módjáról,mód
produkció,produkció
rejt,rej
faragott,farag
szerkesztője,szerkesztő
törvényességi,törvényességi
ágyas,ágyas
visszaélés,visszaélés
kormányzó,kormányzó
Akkoriban,akkoriban
aszerint,aszerint
értesítés,értesítés
Megfelelő,megfelelő
köszönt,köszön
nézik,néz
szavazat,szavazat
anyagokkal,anyag
betegnek,beteg
intézményes,intézményes
kedvet,kedv
teher,teher
órája,óra
Kiderült,kiderül
engedélyezi,engedélyez
leghatékonyabb,fontas
szorongás,szorongás
csinálok,csinál
távolságot,távolság
kinevezett,kinevez
50.,50.
császári,császári
Január,január
elveszti,elveszt
folytatják,folytat
grafikai,grafikai
öltözött,öltözik
felhívást,felhívás
56-os,56-os
munkakör,munk
tegyek,tesz
megválasztása,megválasztás
pártot,párt
részvénytársaság,részvénytársaság
válogatás,válogatás
ág,ág
Városháza,Városháza
alkalmazandó,alkalmazandó
napjaink,nap
módosítja,módosít
koronát,korona
botrány,botrány
irányzat,irányzat
építőipari,építőipari
alapozó,alapozó
februárjában,február
gyakorisága,gyakoriság
alkalmazkodni,alkalmazkodik
társadalmak,társadalm
Szolgáltatások,pzolgáltatás
legjobbak,jegy
valók,van
fejlesztésre,fejlesztés
pihenni,pihen
viszonyított,viszonyít
Kb.,kb.
fejlettebb,fejlett
keletkeznek,keletkezik
csinálják,csinál
lapban,lap
Közgazdasági,Közgazdasági
anyai,any
szobát,szoba
53,53
balesetet,baleset
fiai,fia
lám,lám
területei,terület
acél,acél
Nyugat-Európában,Nyugat-Európa
huszonöt,huszonöt
rendelkezést,rendelkezés
felhasználásáról,felhasználás
gazdaságok,gazdaság
Küldd,küld
győzelmet,győzelem
jobbak,jó
költséges,költséges
bizonyított,bizonyít
találhatóak,található
tervezzük,tervez
darabja,darab
holmi,holmi
kozmikus,kozmikus
színésznő,színésznő
vadász,vadász
állapotok,állapot
ölt,öl
Gyermek,ryerm
képviselni,képvisel
részvétele,részvétel
tartalmat,tartalem
bármennyire,bármennyire
bizottságnak,bizottság
vallott,vall
Bolyai,Bolyai
pénzét,pénz
panaszt,panasz
minősítést,minősítés
köréből,kör
kel,kel
Belső,belső
OK,OK
előkészített,elő+készít
magyarázta,magyaráz
sofőr,sofőr
váltó,váltó
Nekik,neki
felkért,fel+kér
intézményekkel,intézmény
parkok,park
Majdnem,majdnem
gyűlölet,gyűlölet
ismertető,ismertető
kezdeményezi,kezdeményez
felperes,felperes
megnevezése,megnevezés
keddi,keddi
előrehaladásuk,előrehaladás
versenyképesség,versenyképesség
cselekszik,cselekszik
felújítására,felújítás
meséli,mesél
viszonylatban,viszonylat
birtokába,birtok
foglalkozom,foglalkozik
előirányzatok,előirányzat
húzta,húz
nyújtunk,nyújt
ugyanazok,ugyanaz
könnyed,könnyed
külügyi,külügyi
látogatott,látogat
nevelni,nevel
Különleges,különleges
gondolná,gondol
formáit,forma
ismerő,ismerő
mindenáron,mindenáron
rendelkezéseinek,rendelkezés
megbeszélés,megbeszélés
haladni,halad
megkapják,meg+kap
megszüntetését,megszüntetés
menetrend,menetrend
utalás,utalás
kellőképpen,kellő
melyekben,mely
főjegyző,főjegyző
zenés,zenés
eszközeit,eszköz
fedezet,fedezet
felmérést,felmérés
kommunális,kommunális
csütörtöki,csütörtöki
egészségre,egészség
meglepően,meglepő
1-1,1-1
emelték,emel
sóval,só
szférában,szfér
technikát,technika
biztosítottak,biztosít
figyelmes,figyelmes
kiskorú,kiskorú
megtette,meg+tesz
próbálni,próbál
energetikai,energetikai
haszontalan,haszontalan
hite,hite
előrelépés,előrelépés
érvényre,érvény
azokból,az
eleji,eleji
700,700
termelt,termel
fenntartási,fenntartási
tájékoztatási,tájékoztatási
FTC,FTC
észrevette,észrevesz
40.,40.
felkéri,felkér
esténként,estén
készítmény,készítmény
2-es,2-es
arányosan,arányos
befektetések,befektetés
folyosón,folyos
jogának,jog
kérdező,kérdező
levegőbe,levégő
tábornok,tábornok
eseményeit,esemény
élvezni,élvez
halottak,halott
kommunizmus,kommunizmus
mondatok,mondat
változtat,vált
támogatásáról,támogatás
decemberi,decemberi
képzelhető,képzelhető
válasza,válasz
eredményéről,eredmény
2001-es,2001-es
nemesi,nemesi
Ösztönén,ösztön
láthatunk,lát
N.,N.
ütközött,ütközik
fejlesztéseket,fejlesztés
értékelhető,értékelhető
csodát,csoda
elmondtam,el+mond
mégse,mégse
négyzetméter,négyzetméter
pompás,pompás
szűkös,szűkös
megszólalt,meg+szólal
York,York
megteremtését,megteremtés
tartalmas,tartalmas
valamennyire,valamennyire
bízni,bíz
nyelvét,nyelv
délben,dél
megkeresni,meg+keres
olyasmit,olyasmi
társulás,társulás
láthatja,lát
ECDL,ECDL
ki-ki,ki-ki
virágzó,virágzó
meztelen,meztelen
minap,minap
megnő,megnő
részről,rész
módszereit,módszer
tisztségviselők,tisztségviselő
máshová,máshová
1998-as,1998-as
aláírása,aláírás
nyilatkozni,nyilatkozik
viselkedése,viselkedés
eseményekről,esemény
finanszírozása,finanszírozás
háborúban,háború
legkorszerűbb,fony
kínálunk,kínál
világosság,világosság
előfizetői,előfizető
kút,kút
főtitkára,főtitkár
Mekkora,Mekkora
nővér,nővér
ültek,ül
foglaltaknak,foglalt
névvel,név
fejezete,fejezet
átlaga,átlag
kulturált,kulturál
lelkileg,lelki
lineáris,lineáris
termés,termés
énekelni,énekel
Őrmező,őrmező
hírű,hírű
cseréje,cseréj
ülése,ülés
elhanyagolt,elhanyagol
kutatásokat,kutatás
nyomást,nyomás
szakképzett,szakképzett
befolyásolta,befolyásol
általánosságban,általánosság
Egyházi,egyházi
gyermekük,gyermek
irodalmat,irodalem
leírást,leírás
értékelését,értékelés
jobbára,jobbára
kötelezővé,kötelező
Korábbi,korábbi
indulunk,indul
okait,ok
személyisége,személyiség
valószínűsége,valószínűség
gyülekezeti,gyülekezeti
helyeztek,helyez
terjeszteni,terjeszt
részesei,részes
Gyakori,gyakori
útvonalon,útvonal
gyerekkel,gyerek
kérdésről,kérdés
lányom,lány
zsinat,zsinat
melyről,mely
olvassuk,olvat
olyannak,olyan
áttekinthető,áttekinthető
találom,talál
államháztartási,államháztartási
akciót,akció
estére,est
nyilvánul,nyilvánul
láthatóvá,látható
módosítások,módosítás
rendelni,rendel
önkormányzatokat,önkormányzat
tanulmányt,tanulmány
értékelést,értékelés
tagdíj,tagdíj
bontásban,bontás
felületen,felület
súlyát,súly
utazást,utazás
étlapunkon,étlap
hatalomra,hatalom
hsz.,hsz
fejére,fej
60-as,60-as
útról,út
elektronikai,elektronikai
jövök,jövök
személyiségi,személyiségi
örülni,örül
jellegűek,jellegű
megtalálják,meg+talál
Többen,többen
adnia,ad
fázisban,fázis
Rendelés,rendelés
emberei,ember
Szt.,Szt.
élőlények,élőlény
46.,46.
Azonnal,azonnal
Istvánt,Istvánt
ajándékba,ajándék
iskolából,iskol
meghatározását,meghatározás
munkánkat,munka
nyereség,nyereség
közöl,közöl
táplálkozási,táplálkozási
dinamikusan,dinamikus
ígér,ígér
adjanak,ad
kidolgozni,ki+dolgoz
magzat,magzat
szeretetre,szeretet
folytatnak,folytat
vásárol,vásárol
Hollandiában,Hollandia
biztosítjuk,biztosít
110,110
fordulunk,fordul
főorvos,főorvos
fejlesztésében,fejlesztés
szervezettel,szervezet
határozatképes,határozatképes
mezőt,mező
űrlap,űrlap
módosításával,módosítás
vezérigazgató,vezérigazgató
eladott,elad
időről,idő
megismerés,megismerés
intézkedési,intézkedési
észrevétlenül,észrevétlen
ösztöndíjak,ösztöndí
Média,Média
HETEK,HETEK
Szervezet,Szervezet
Szükséges,szükséges
megértés,megértés
győződve,győződve
h),h
politikában,politika
vázolt,vázol
szavaival,szó
tudható,tudható
márciusban,március
mélyebben,mélyebben
58,58
fejlesztésével,fejlesztés
kétségtelen,kétségtelen
kereteit,keret
tudással,tudás
folytatás,folytatás
hozzájárulnak,hozzá+járul
küszöbén,küszö
leíró,leíró
igazolta,igazol
Pintér,Pintér
Bestpaper,Bestpaper
indítottak,indít
honlapjára,honlap
díszített,díszített
előfizető,előfizető
figura,figura
külföldről,külföld
kitalálni,ki+talál
indokolatlan,indokolatlan
közelgő,közelgő
hetek.hu,het
rendszerhez,rendszer
Képviselő-testülete,képviselő-testület
csoportokban,csoport
jogon,jog
-a,-a
börtönben,börtön
kérdéseivel,kérdés
alapozott,alapoz
ágak,ág
mosoly,mosoly
növelik,növel
határát,határ
joguk,jog
korlátozó,korlátozó
pontját,pont
előnyök,előnyök
éppenséggel,éppenség
gondoljunk,gondol
Nógrád,Nógrád
labdarúgó,labdarúgó
szakaszán,szakasz
szakterület,szakterület
irányítását,irányítás
elme,elme
társult,társul
jogszabályokat,jogszabály
hullám,hullám
magasságban,magasság
viszonylagos,viszonylagos
érdeklődéssel,érdeklődés
kötetet,kötet
mondtak,mond
életévét,életév
Bíró,Bíró
alakítják,alakít
amelyekből,amely
ismétlődő,ismétlődő
különösebben,különösebben
mágia,mágia
arányt,arány
alkalmanként,alkalm
csúcs,csúcs
csoporthoz,csoport
fölfelé,fölfelé
javítás,javítás
kérelmét,kérelem
rádiós,rádiós
viharos,viharos
kérdezem,kérdez
közlése,közlés
tömegközlekedés,tömegközlekedés
érzésem,érzés
SZEF,SZEF
autonómia,autonómia
nevetséges,nevetséges
távra,táv
nyomja,nyom
példákat,példa
iskolákat,iskola
pályázatra,pályázat
összeállítása,összeállítás
Nyíregyháza,Nyíregyháza
Lehetőség,lehetőség
partra,part
szerezhető,szerezhető
zavaros,zavaros
áprilisban,április
-ot,-ot
februárban,február
térnek,tér
vesztett,vesz
értékrend,értékrend
Baráti,baráti
voltát,volta
Szilárd,Szilárd
Területi,Területi
mozgását,mozgás
sorolja,sorol
tésztát,tészta
valakivel,valaki
alkalmassági,alkalmassági
hatásokat,hatás
képviselet,képviselet
kialakításával,kialakítás
közepéig,közep
homályos,homályos
programra,program
demokrata,demokrata
jöttünk,jöt
Önöknek,knök
Galéria,Galéria
fellépés,fellépés
felületek,felület
lehetek,lesz
közreműködő,közreműködő
méretben,méret
használjunk,használ
árának,ára
20-30,20-30
Bécs,Bécs
filozófus,filozófus
tesztek,teszt
hallgatónak,hallgató
feladatokkal,feladat
indítvány,indítvány
elősegíteni,elősegít
Spanyolország,Spanyolország
szakmák,szakma
erőfeszítéseket,erőfeszítés
kiszámítható,kiszámítható
MSZP-s,MSZP-s
férfiakat,férfi
terveit,terv
Volán,Volán
elemeinek,elem
franciák,francia
ide-oda,ide-oda
következményeként,következmény
létezés,létezés
pert,pert
törökök,török
életed,életed
Ezekre,ez
feszültségek,feszültség
mozgalmak,mozgalem
bevezetésének,bevezetés
pártja,párt
Józsi,Józsi
nagyságrendű,nagyságrendű
kézikönyv,kézikönyv
problémáját,probléma
vezérlő,vezérlő
világméretű,világméretű
30-40,30-40
húzott,húz
International,International
sajátosságait,sajátosság
távolabbi,távolabbi
felhők,felhő
megszerzéséhez,megszerzés
oktatását,oktatás
piacok,piac
szólalt,szólal
büntetni,büntet
táborban,tábor
zászló,zászló
ágazatok,ágazat
boldogságot,boldogság
készséggel,készség
Mindegy,mindegy
egyetemet,egyetem
kifejező,kifejező
megvalósulását,megvalósulás
politikája,politika
erősítette,erősít
Edit,Edit
Komoly,komoly
költők,költő
nyúlt,nyúl
sereg,sereg
levele,levél
mindmáig,mindmáig
várok,vár
megbízási,megbízási
rendelkezésükre,rendelkezés
estén,est
körzet,körzet
reagálni,re+agál
szerkezetű,szerkezetű
Orosz,Orosz
ellenőrzések,ellenőrzés
szakra,szak
f,f
kövek,köv
talajt,talajt
Látom,lát
elégedettek,el+éged
Bizottságnak,Bizottság
közbe,közbe
apróra,apró
boldoggá,boldog
pontjai,pont
szelet,szelet
harcban,harc
járjon,jár
módok,mód
orra,or
Felelős,Felelős
Korona,Korona
legény,legény
ágazatban,ágazat
keresztyén,kereszty
túlzás,túlzás
betekintést,betekintés
tudnának,tud
átlagot,átlag
1092,1092
alapterületű,alapterületű
tanúsága,tanúság
Ily,ily
lejárta,lejárta
közömbös,közömbös
kapcsolataink,kapcsolat
mellékelni,mellékel
Istenben,Isten
környezetre,környezet
értelmezés,értelmezés
érvényesülését,érvényesülés
művészetek,művészet
eredményezett,eredményez
harmincas,harmincas
súllyal,súllyal
sovány,sovány
középkor,középkor
napokat,nap
